nohup: ignoring input
Using device: cuda
Training started
Epoch 0 | Loss: 0.003183 | LR: 0.000050
Epoch 1 | Loss: 0.000511 | LR: 0.000050
Epoch 2 | Loss: 0.000479 | LR: 0.000050
Epoch 3 | Loss: 0.000444 | LR: 0.000050
Epoch 4 | Loss: 0.000429 | LR: 0.000050
Epoch 5 | Loss: 0.000429 | LR: 0.000050
Epoch 6 | Loss: 0.000406 | LR: 0.000050
Epoch 7 | Loss: 0.000398 | LR: 0.000050
Epoch 8 | Loss: 0.000388 | LR: 0.000050
Epoch 9 | Loss: 0.000387 | LR: 0.000050
Epoch 10 | Loss: 0.000377 | LR: 0.000050
Epoch 11 | Loss: 0.000381 | LR: 0.000050
Epoch 12 | Loss: 0.000368 | LR: 0.000050
Epoch 13 | Loss: 0.000370 | LR: 0.000050
Epoch 14 | Loss: 0.000357 | LR: 0.000040
Epoch 15 | Loss: 0.000322 | LR: 0.000040
Epoch 16 | Loss: 0.000321 | LR: 0.000040
Epoch 17 | Loss: 0.000315 | LR: 0.000040
Epoch 18 | Loss: 0.000320 | LR: 0.000040
Epoch 19 | Loss: 0.000307 | LR: 0.000040
Epoch 20 | Loss: 0.000315 | LR: 0.000040
Epoch 21 | Loss: 0.000299 | LR: 0.000040
Epoch 22 | Loss: 0.000301 | LR: 0.000040
Epoch 23 | Loss: 0.000299 | LR: 0.000040
Epoch 24 | Loss: 0.000295 | LR: 0.000040
Epoch 25 | Loss: 0.000298 | LR: 0.000040
Epoch 26 | Loss: 0.000288 | LR: 0.000040
Epoch 27 | Loss: 0.000299 | LR: 0.000040
Epoch 28 | Loss: 0.000287 | LR: 0.000040
Epoch 29 | Loss: 0.000296 | LR: 0.000032
Epoch 30 | Loss: 0.000266 | LR: 0.000032
Epoch 31 | Loss: 0.000256 | LR: 0.000032
Epoch 32 | Loss: 0.000258 | LR: 0.000032
Epoch 33 | Loss: 0.000259 | LR: 0.000032
Epoch 34 | Loss: 0.000264 | LR: 0.000032
Epoch 35 | Loss: 0.000257 | LR: 0.000032
Epoch 36 | Loss: 0.000248 | LR: 0.000032
Epoch 37 | Loss: 0.000250 | LR: 0.000032
Epoch 38 | Loss: 0.000249 | LR: 0.000032
Epoch 39 | Loss: 0.000253 | LR: 0.000032
Epoch 40 | Loss: 0.000245 | LR: 0.000032
Epoch 41 | Loss: 0.000242 | LR: 0.000032
Epoch 42 | Loss: 0.000243 | LR: 0.000032
Epoch 43 | Loss: 0.000242 | LR: 0.000032
Epoch 44 | Loss: 0.000245 | LR: 0.000026
Epoch 45 | Loss: 0.000218 | LR: 0.000026
Epoch 46 | Loss: 0.000215 | LR: 0.000026
Epoch 47 | Loss: 0.000215 | LR: 0.000026
Epoch 48 | Loss: 0.000212 | LR: 0.000026
Epoch 49 | Loss: 0.000208 | LR: 0.000026
Epoch 50 | Loss: 0.000207 | LR: 0.000026
Epoch 51 | Loss: 0.000209 | LR: 0.000026
Epoch 52 | Loss: 0.000208 | LR: 0.000026
Epoch 53 | Loss: 0.000205 | LR: 0.000026
Epoch 54 | Loss: 0.000205 | LR: 0.000026
Epoch 55 | Loss: 0.000207 | LR: 0.000026
Epoch 56 | Loss: 0.000202 | LR: 0.000026
Epoch 57 | Loss: 0.000202 | LR: 0.000026
Epoch 58 | Loss: 0.000201 | LR: 0.000026
Epoch 59 | Loss: 0.000200 | LR: 0.000020
Epoch 60 | Loss: 0.000182 | LR: 0.000020
Epoch 61 | Loss: 0.000177 | LR: 0.000020
Epoch 62 | Loss: 0.000180 | LR: 0.000020
Epoch 63 | Loss: 0.000178 | LR: 0.000020
Epoch 64 | Loss: 0.000173 | LR: 0.000020
Epoch 65 | Loss: 0.000180 | LR: 0.000020
Epoch 66 | Loss: 0.000172 | LR: 0.000020
Epoch 67 | Loss: 0.000171 | LR: 0.000020
Epoch 68 | Loss: 0.000173 | LR: 0.000020
Epoch 69 | Loss: 0.000172 | LR: 0.000020
Epoch 70 | Loss: 0.000173 | LR: 0.000020
Epoch 71 | Loss: 0.000170 | LR: 0.000020
Epoch 72 | Loss: 0.000170 | LR: 0.000020
Epoch 73 | Loss: 0.000169 | LR: 0.000020
Epoch 74 | Loss: 0.000167 | LR: 0.000016
Epoch 75 | Loss: 0.000155 | LR: 0.000016
Epoch 76 | Loss: 0.000154 | LR: 0.000016
Epoch 77 | Loss: 0.000148 | LR: 0.000016
Epoch 78 | Loss: 0.000148 | LR: 0.000016
Epoch 79 | Loss: 0.000149 | LR: 0.000016
Epoch 80 | Loss: 0.000145 | LR: 0.000016
Epoch 81 | Loss: 0.000146 | LR: 0.000016
Epoch 82 | Loss: 0.000147 | LR: 0.000016
Epoch 83 | Loss: 0.000144 | LR: 0.000016
Epoch 84 | Loss: 0.000147 | LR: 0.000016
Epoch 85 | Loss: 0.000142 | LR: 0.000016
Epoch 86 | Loss: 0.000143 | LR: 0.000016
Epoch 87 | Loss: 0.000142 | LR: 0.000016
Epoch 88 | Loss: 0.000143 | LR: 0.000016
Epoch 89 | Loss: 0.000142 | LR: 0.000013
Epoch 90 | Loss: 0.000129 | LR: 0.000013
Epoch 91 | Loss: 0.000124 | LR: 0.000013
Epoch 92 | Loss: 0.000125 | LR: 0.000013
Epoch 93 | Loss: 0.000125 | LR: 0.000013
Epoch 94 | Loss: 0.000124 | LR: 0.000013
Epoch 95 | Loss: 0.000121 | LR: 0.000013
Epoch 96 | Loss: 0.000123 | LR: 0.000013
Epoch 97 | Loss: 0.000119 | LR: 0.000013
Epoch 98 | Loss: 0.000122 | LR: 0.000013
Epoch 99 | Loss: 0.000120 | LR: 0.000013
Epoch 100 | Loss: 0.000118 | LR: 0.000013
Epoch 101 | Loss: 0.000121 | LR: 0.000013
Epoch 102 | Loss: 0.000120 | LR: 0.000013
Epoch 103 | Loss: 0.000117 | LR: 0.000013
Epoch 104 | Loss: 0.000118 | LR: 0.000010
Epoch 105 | Loss: 0.000105 | LR: 0.000010
Epoch 106 | Loss: 0.000103 | LR: 0.000010
Epoch 107 | Loss: 0.000101 | LR: 0.000010
Epoch 108 | Loss: 0.000099 | LR: 0.000010
Epoch 109 | Loss: 0.000101 | LR: 0.000010
Epoch 110 | Loss: 0.000098 | LR: 0.000010
Epoch 111 | Loss: 0.000098 | LR: 0.000010
Epoch 112 | Loss: 0.000097 | LR: 0.000010
Epoch 113 | Loss: 0.000099 | LR: 0.000010
Epoch 114 | Loss: 0.000096 | LR: 0.000010
Epoch 115 | Loss: 0.000094 | LR: 0.000010
Epoch 116 | Loss: 0.000098 | LR: 0.000010
Epoch 117 | Loss: 0.000093 | LR: 0.000010
Epoch 118 | Loss: 0.000095 | LR: 0.000010
Epoch 119 | Loss: 0.000092 | LR: 0.000008
Epoch 120 | Loss: 0.000081 | LR: 0.000008
Epoch 121 | Loss: 0.000079 | LR: 0.000008
Epoch 122 | Loss: 0.000078 | LR: 0.000008
Epoch 123 | Loss: 0.000079 | LR: 0.000008
Epoch 124 | Loss: 0.000075 | LR: 0.000008
Epoch 125 | Loss: 0.000077 | LR: 0.000008
Epoch 126 | Loss: 0.000076 | LR: 0.000008
Epoch 127 | Loss: 0.000073 | LR: 0.000008
Epoch 128 | Loss: 0.000076 | LR: 0.000008
Epoch 129 | Loss: 0.000078 | LR: 0.000008
Epoch 130 | Loss: 0.000073 | LR: 0.000008
Epoch 131 | Loss: 0.000071 | LR: 0.000008
Epoch 132 | Loss: 0.000074 | LR: 0.000008
Epoch 133 | Loss: 0.000075 | LR: 0.000008
Epoch 134 | Loss: 0.000074 | LR: 0.000007
Epoch 135 | Loss: 0.000061 | LR: 0.000007
Epoch 136 | Loss: 0.000058 | LR: 0.000007
Epoch 137 | Loss: 0.000059 | LR: 0.000007
Epoch 138 | Loss: 0.000060 | LR: 0.000007
Epoch 139 | Loss: 0.000054 | LR: 0.000007
Epoch 140 | Loss: 0.000055 | LR: 0.000007
Epoch 141 | Loss: 0.000056 | LR: 0.000007
Epoch 142 | Loss: 0.000055 | LR: 0.000007
Epoch 143 | Loss: 0.000058 | LR: 0.000007
Epoch 144 | Loss: 0.000055 | LR: 0.000007
Epoch 145 | Loss: 0.000054 | LR: 0.000007
Epoch 146 | Loss: 0.000056 | LR: 0.000007
Epoch 147 | Loss: 0.000055 | LR: 0.000007
Epoch 148 | Loss: 0.000053 | LR: 0.000007
Epoch 149 | Loss: 0.000054 | LR: 0.000005
Epoch 150 | Loss: 0.000044 | LR: 0.000005
Epoch 151 | Loss: 0.000041 | LR: 0.000005
Epoch 152 | Loss: 0.000044 | LR: 0.000005
Epoch 153 | Loss: 0.000043 | LR: 0.000005
Epoch 154 | Loss: 0.000044 | LR: 0.000005
Epoch 155 | Loss: 0.000040 | LR: 0.000005
Epoch 156 | Loss: 0.000040 | LR: 0.000005
Epoch 157 | Loss: 0.000038 | LR: 0.000005
Epoch 158 | Loss: 0.000041 | LR: 0.000005
Epoch 159 | Loss: 0.000042 | LR: 0.000005
Epoch 160 | Loss: 0.000041 | LR: 0.000005
Epoch 161 | Loss: 0.000037 | LR: 0.000005
Epoch 162 | Loss: 0.000039 | LR: 0.000005
Epoch 163 | Loss: 0.000042 | LR: 0.000005
Epoch 164 | Loss: 0.000038 | LR: 0.000004
Epoch 165 | Loss: 0.000033 | LR: 0.000004
Epoch 166 | Loss: 0.000030 | LR: 0.000004
Epoch 167 | Loss: 0.000030 | LR: 0.000004
Epoch 168 | Loss: 0.000031 | LR: 0.000004
Epoch 169 | Loss: 0.000032 | LR: 0.000004
Epoch 170 | Loss: 0.000031 | LR: 0.000004
Epoch 171 | Loss: 0.000031 | LR: 0.000004
Epoch 172 | Loss: 0.000030 | LR: 0.000004
Epoch 173 | Loss: 0.000028 | LR: 0.000004
Epoch 174 | Loss: 0.000029 | LR: 0.000004
Epoch 175 | Loss: 0.000029 | LR: 0.000004
Epoch 176 | Loss: 0.000030 | LR: 0.000004
Epoch 177 | Loss: 0.000029 | LR: 0.000004
Epoch 178 | Loss: 0.000030 | LR: 0.000004
Epoch 179 | Loss: 0.000030 | LR: 0.000003
Epoch 180 | Loss: 0.000023 | LR: 0.000003
Epoch 181 | Loss: 0.000023 | LR: 0.000003
Epoch 182 | Loss: 0.000022 | LR: 0.000003
Epoch 183 | Loss: 0.000023 | LR: 0.000003
Epoch 184 | Loss: 0.000025 | LR: 0.000003
Epoch 185 | Loss: 0.000022 | LR: 0.000003
Epoch 186 | Loss: 0.000022 | LR: 0.000003
Epoch 187 | Loss: 0.000022 | LR: 0.000003
Epoch 188 | Loss: 0.000021 | LR: 0.000003
Epoch 189 | Loss: 0.000022 | LR: 0.000003
